assignment_id	batch_id	segment_id	role	assignee	model	reasoning_effort	base_commit	source_build	guidelines_revision	status	assigned_at	completed_at	input_path	output_path	reviewer_id	notes
ASN-BD3C8B1ABDBC6B851F1F	BATCH-PROD-CORE-DATA	SEG-BASE-C8190A7559804EAC7948	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-964E201464A44EF8E86E	BATCH-PROD-CORE-DATA	SEG-BASE-E9CF93A9FD9BA2FF591E	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-862BD6D1A91FB4245FD9	BATCH-PROD-CORE-DATA	SEG-BASE-38E6411A7F95C454D908	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-7D576D2471D16E44288C	BATCH-PROD-CORE-DATA	SEG-BASE-72CA78F6BAF08086D976	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-979839F36C785DA52843	BATCH-PROD-CORE-DATA	SEG-BASE-1EB3010CC67E1126734C	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-169FC8D56A978CF2E6DF	BATCH-PROD-CORE-DATA	SEG-BASE-6D3069DB9653DB0D2916	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-CC82CC0B5AB804C524ED	BATCH-PROD-CORE-DATA	SEG-BASE-EEC156CE3A65B4A1A59F	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-9BD940C84D34227E24A9	BATCH-PROD-CORE-DATA	SEG-BASE-D1937B4807E507EE1C7B	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-C03F23A00880D30A7725	BATCH-PROD-CORE-DATA	SEG-BASE-8B7B4199150DAE54FEF4	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-B0EED14186F8A11E9AA7	BATCH-PROD-CORE-DATA	SEG-BASE-D13E7F400B5C45911A6F	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-1948BF6C4461A1EA7F44	BATCH-PROD-CORE-DATA	SEG-BASE-38C56719ABD5791CF831	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-8C1F87B788220C3230B8	BATCH-PROD-CORE-DATA	SEG-BASE-D593615E0ACF6B4ACF80	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-64D8316598B01869D1C9	BATCH-PROD-CORE-DATA	SEG-BASE-1619C15AC4BD6113549F	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-48AC51C69C798BB68880	BATCH-PROD-CORE-DATA	SEG-BASE-AB4CFE1BAE3A19C4850A	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-76A5AF2A07B5424EA6EB	BATCH-PROD-CORE-DATA	SEG-BASE-B696D25AE7DEBF1EA1EF	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-24F64ADBBE2BCC0D5D0E	BATCH-PROD-CORE-DATA	SEG-BASE-7F43FAB0E0BC10CBB927	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-0659E4F96B01DA69F3B1	BATCH-PROD-CORE-DATA	SEG-BASE-C2CA21F37AF7FFD31780	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-F1FEC0A1B5918F27A261	BATCH-PROD-CORE-DATA	SEG-BASE-DB7B03AE0CBDCF7658FE	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-88B0088C20DD7B45F0BF	BATCH-PROD-CORE-DATA	SEG-BASE-1B3C52329EF89AD8A7AB	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-40A83EB444C44E717DC8	BATCH-PROD-CORE-DATA	SEG-BASE-B6B0689D5455E381C5BE	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-139A5BCFB6BA674600F6	BATCH-PROD-CORE-DATA	SEG-BASE-677D7B0FE07ECEB0BA40	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-92654B8349B069594560	BATCH-PROD-CORE-DATA	SEG-BASE-291D78E67AF0FAEE16DA	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-A9017673D7E0837ED46C	BATCH-PROD-CORE-DATA	SEG-BASE-DE7341999092A9D7D573	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-1D686B05EC3A9D9E0FBE	BATCH-PROD-CORE-DATA	SEG-BASE-E42AA3ACFBE6B3D70A31	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-6CF4380F6FD54A8D6E1C	BATCH-PROD-CORE-DATA	SEG-BASE-47F7C45AF9845AC9270E	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-FD3C34A1DC2B1EA76161	BATCH-PROD-CORE-DATA	SEG-BASE-C032AFEDF17B82880EC8	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-CC3A53D23ADFDF8FD349	BATCH-PROD-CORE-DATA	SEG-BASE-D19EE090AD39D10AF00C	translation_worker	translate_prod_core_data	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:06:00+09:00	2026-09-01T23:14:31+09:00	work/BATCH-PROD-CORE-DATA/input.tsv	work/BATCH-PROD-CORE-DATA/output.tsv		{"assignment_schema_version":"2","assignments_revision":"6d64cd72da824cc76805f92f947792ad4f4a88ebbd6468799a028a5aeec86d1f","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"d7590b58edf0bf9b8967416031eab665fa635f6b7a76bbc74c31363761a7115d","segments_revision":"777923d8f170cd5219c27a4f9afa42e0c551149e4b73e908f90ae2c42c239400"}
ASN-274C8E9FF5AE5A63A6D2	BATCH-PROD-SYSTEM-DOCS	SEG-BASE-8A5E1501D118AF2C5D73	translation_worker	translate_prod_system_docs	gpt-5.6-luna	xhigh	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	DGR-WIN-1.0.5-b3e7048e	6a7f4c7b9d0d542d3707054b913b1005df13a2a4	INTEGRATED	2026-09-01T23:07:00+09:00	2026-09-01T23:23:00+09:00	work/BATCH-PROD-SYSTEM-DOCS/input.tsv	work/BATCH-PROD-SYSTEM-DOCS/output.tsv		{"assignment_schema_version":"2","assignments_revision":"103bf364e372b6dfb30dee6fd8bdcd3dfd04c31f43360a6a1d9aa20142a5ea53","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"362b646f99f85c6147c52410193b221da0e9f24d01f2cc7663ee3a06f87405c1","segments_revision":"76104cad6b67cd0f8a3a3d91b62a646358a9cce461c664e16865177c3def284a"}
